GranuleUR,BeginningDateTime,EndingDateTime,WestBoundingCoordinate,NorthBoundingCoordinate,EastBoundingCoordinate,SouthBoundingCoordinate,TreeHeightMeasurementStatus,BreastHeightMeasurementStatus,BreastHeight,MinimumDiameterMeasured,StemMappedStatus,BreastHeightModeledStatus,DatasetStatus,DataFormat,Geolocated,AcquisitionType,PFTMODIS,WWFEcoregion,SpatialResolution,NumberOfPlots,PlotArea,SubplotSize,ProductionDateTime,SizeMBDataGranule,DayNightFlag
gedicalval_plotdata_australia_ausplotsforests_20200924_r03.csv,2012-01-23T00:00:00Z,2015-02-04T23:59:59Z,111.2892479,-30.0833467,155.7179351,-43.10310248,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees;Evergreen Needleleaf trees,Eastern Australian temperate forests;Southeast Australia temperate forests;Tasmanian temperate forests;Tasmanian temperate rain forests;Tasmanian Central Highland forests;Jarrah-Karri forest and shrublands,10,43,10,0.625,2020-09-24T12:00:00Z,0.501126289,Unspecified
gedicalval_plotdata_australia_ilcp2015_20200904_r03.csv,2015-08-17T00:00:00Z,2015-08-21T23:59:59Z,142.3844159,-25.40034326,147.6189914,-25.78954077,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Brigalow tropical savanna,2.5,4,2.5,NA,2020-09-04T12:00:00Z,0.00288105,Unspecified
gedicalval_plotdata_australia_robsoncreek_20200904_r03.csv,2009-01-01T00:00:00Z,2009-01-01T23:59:59Z,145.6299423,-17.1178027,145.6346743,-17.12235288,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees,Queensland tropical rain forests,250,1,250,NA,2020-09-04T12:00:00Z,0.001562119,Unspecified
gedicalval_plotdata_canada_abovenwt_20200904_r03.csv,2016-07-09T00:00:00Z,2016-08-08T23:59:59Z,-119.4199306,62.50101652,-108.2952046,60.74806331,NA,FALSE,NA,0.003,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Barren or sparse vegetation;Deciduous Broadleaf trees;Shrub,Muskwa-Slave Lake forests;Mid-Continental Canadian forests;Northern Canadian Shield taiga;Northwest Territories taiga,0.1,99,0.1,NA,2020-09-04T12:00:00Z,0.062978745,Unspecified
gedicalval_plotdata_canada_saskatchewan_20200904_r03.csv,2016-06-20T00:00:00Z,2019-08-27T23:59:59Z,-107.9815384,54.3113785,-102.7058084,52.85062469,NA,FALSE,NA,0.1,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Evergreen Needleleaf trees;Grass;Cereal crops;Deciduous Needleleaf trees,Canadian Aspen forests and parklands;Mid-Continental Canadian forests,0.4,289,0.4,NA,2020-09-04T12:00:00Z,0.692456245,Unspecified
gedicalval_plotdata_gabon_mondah_20200904_r03.csv,2016-02-01T00:00:00Z,2016-02-01T23:59:59Z,9.315750718,0.617389678,9.422970564,0.53820928,NA,FALSE,NA,0.01,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees,Central African mangroves,10,15,10,0.625,2020-09-04T12:00:00Z,0.168379784,Unspecified
gedicalval_plotdata_italy_sella_20200904_r03.csv,2008-07-31T00:00:00Z,2008-07-31T23:59:59Z,11.42358321,46.00381109,11.42717661,46.00126772,NA,FALSE,NA,0.01,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Alps conifer and mixed forests,48.44992379,1,48.44992379,NA,2020-09-04T12:00:00Z,0.003192902,Unspecified
gedicalval_plotdata_panama_bci_20200904_r03.csv,2010-01-18T00:00:00Z,2010-01-18T23:59:59Z,-85.31214314,9.155783507,-79.84604401,9.127435701,NA,FALSE,NA,0.01,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees,Isthmian-Atlantic moist forests,500,1,500,NA,2020-09-04T12:00:00Z,0.001192093,Unspecified
gedicalval_plotdata_usa_bnzlter_20201028_r03.csv,2004-07-21T00:00:00Z,2014-09-29T23:59:59Z,-155.753285,66.26568441,-144.0494709,63.69562989,NA,FALSE,NA,0.1,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass;Deciduous Broadleaf trees,Interior Alaska-Yukon lowland taiga;Interior Yukon-Alaska alpine tundra,1.2,99,1.2,0.1,2020-10-28T12:00:00Z,1.246863365,Unspecified
gedicalval_plotdata_usa_cafi_20201028_r03.csv,1994-07-06T00:00:00Z,2017-06-16T23:59:59Z,-155.9724478,65.43009286,-138.0018874,60.109316,NA,FALSE,NA,0.00254,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Deciduous Broadleaf trees;Grass;Shrub,Interior Alaska-Yukon lowland taiga;Interior Yukon-Alaska alpine tundra;Alaska-St. Elias Range tundra;Copper Plateau taiga;Pacific Coastal Mountain icefields and tundra;Cook Inlet taiga,0.404685642,550,0.404685642,NA,2020-10-28T12:00:00Z,0.913488388,Unspecified
gedicalval_plotdata_usa_cascadeeastzone_20200904_r03.csv,2008-07-21T00:00:00Z,2008-08-06T23:59:59Z,-115.8458579,45.27128803,-115.6760494,44.6299228,NA,FALSE,NA,0.00508,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Evergreen Needleleaf trees,South Central Rockies forests,0.404685642,40,0.404685642,NA,2020-09-04T12:00:00Z,0.09912014,Unspecified
gedicalval_plotdata_usa_cflra_20200904_r03.csv,2015-07-13T00:00:00Z,2015-08-18T23:59:59Z,-115.8264022,46.64825424,-114.3722411,45.64750942,NA,FALSE,NA,0.00508,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass;Deciduous Broadleaf trees,North Central Rockies forests;South Central Rockies forests,0.404685642,41,0.404685642,NA,2020-09-04T12:00:00Z,0.101110458,Unspecified
gedicalval_plotdata_usa_clearcreek_20200904_r03.csv,2010-06-26T00:00:00Z,2010-07-08T23:59:59Z,-115.8361112,46.10238913,-115.6613919,45.9403881,NA,FALSE,NA,0.00508,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,0.404685642,53,0.404685642,0.404685642,2020-09-04T12:00:00Z,0.235297203,Unspecified
gedicalval_plotdata_usa_damon_20200904_r03.csv,2007-06-14T00:00:00Z,2007-11-04T23:59:59Z,-119.1464948,44.25093731,-118.9489381,44.0783967,NA,FALSE,NA,0.00508,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass,Blue Mountains forests,0.404685642,98,0.404685642,0.404685642,2020-09-04T12:00:00Z,0.432739258,Unspecified
gedicalval_plotdata_usa_dcef_20200904_r03.csv,2009-10-20T00:00:00Z,2011-09-01T23:59:59Z,-116.5511833,47.7487417,-116.4851769,47.71996182,NA,FALSE,NA,0.0254,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,0.168619018,73,0.168619018,NA,2020-09-04T12:00:00Z,0.178724289,Unspecified
gedicalval_plotdata_usa_fernan_20200904_r03.csv,2015-07-17T00:00:00Z,2015-10-19T23:59:59Z,-116.6695944,47.83806907,-116.189556,47.63496056,NA,FALSE,NA,0.0127,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,0.404685642,34,0.404685642,0.404685642,2020-09-04T12:00:00Z,0.150832176,Unspecified
gedicalval_plotdata_usa_fitsum_20201028_r03.csv,2012-12-31T00:00:00Z,2012-12-31T23:59:59Z,-115.7605506,45.03849026,-115.736248,44.99796425,NA,FALSE,NA,0.127,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass,South Central Rockies forests,0.404685642,20,0.404685642,NA,2020-10-28T12:00:00Z,0.049258232,Unspecified
gedicalval_plotdata_usa_michigan_20201028_r03.csv,2011-07-28T00:00:00Z,2012-05-25T23:59:59Z,-88.55332708,46.67751625,-88.47041957,46.60762828,NA,FALSE,NA,NA,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Grass;Evergreen Needleleaf trees,Western Great Lakes forests,0.404685642,333,0.404685642,NA,2020-10-28T12:00:00Z,0.804450989,Unspecified
gedicalval_plotdata_usa_moscowmtn_20200904_r03.csv,2003-01-23T00:00:00Z,2009-08-29T23:59:59Z,-116.9861954,46.86538318,-116.6481306,46.77001979,NA,FALSE,NA,0.1016,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass;Cereal crops,North Central Rockies forests;Palouse grasslands,0.404685642,173,0.404685642,0.404685642,2020-09-04T12:00:00Z,0.765076637,Unspecified
gedicalval_plotdata_usa_neonabby_20200904_r03.csv,2015-07-23T00:00:00Z,2018-08-01T23:59:59Z,-122.3870392,45.77673041,-122.2982526,45.7444076,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Central and Southern Cascades forests,0.8,27,0.8,0.4,2020-09-04T12:00:00Z,0.088975906,Unspecified
gedicalval_plotdata_usa_neonbart_20200904_r03.csv,2015-06-06T00:00:00Z,2018-07-16T23:59:59Z,-71.31657346,44.06813093,-71.26148864,44.03489611,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,New England-Acadian forests,0.8,40,0.8,0.4,2020-09-04T12:00:00Z,0.190814018,Unspecified
gedicalval_plotdata_usa_neonblan_20200904_r03.csv,2015-04-14T00:00:00Z,2018-09-19T23:59:59Z,-83.97424551,39.08810885,-72.0695997,39.05705921,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Cereal crops;Broad-leaf crops,Appalachian-Blue Ridge forests,0.4,24,0.4,0.4,2020-09-04T12:00:00Z,0.044792175,Unspecified
gedicalval_plotdata_usa_neonbona_20200904_r03.csv,2016-06-13T00:00:00Z,2017-08-24T23:59:59Z,-147.5890156,65.19570697,-147.4440428,65.15145326,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Deciduous Broadleaf trees,Interior Yukon-Alaska alpine tundra,0.8,34,0.8,0.4,2020-09-04T12:00:00Z,0.028766632,Unspecified
gedicalval_plotdata_usa_neonclbj_20200924_r03.csv,2016-02-09T00:00:00Z,2019-01-29T23:59:59Z,-97.66222681,33.41647567,-97.56588104,33.32924421,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Deciduous Broadleaf trees,Central forest-grasslands transition,0.4,43,0.4,0.4,2020-09-24T12:00:00Z,0.090526581,Unspecified
gedicalval_plotdata_usa_neoncper_20200924_r03.csv,2014-09-10T00:00:00Z,2017-09-25T23:59:59Z,-104.7859968,40.86646678,-104.6811599,40.78556523,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass,Western short grasslands,0.4,50,0.4,0.4,2020-09-24T12:00:00Z,0.133029938,Unspecified
gedicalval_plotdata_usa_neondeju_20200904_r03.csv,2015-06-15T00:00:00Z,2017-05-24T23:59:59Z,-145.7811359,63.93770595,-145.7200138,63.83095604,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Interior Alaska-Yukon lowland taiga,0.8,30,0.8,0.4,2020-09-04T12:00:00Z,0.085324287,Unspecified
gedicalval_plotdata_usa_neondela_20200924_r03.csv,2015-08-09T00:00:00Z,2018-11-16T23:59:59Z,-87.81752661,32.54276977,-87.79890842,32.53728523,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Southeastern mixed forests,0.8,21,0.8,0.4,2020-09-24T12:00:00Z,0.129570007,Unspecified
gedicalval_plotdata_usa_neondsny_20200904_r03.csv,2014-09-24T00:00:00Z,2018-05-03T23:59:59Z,-81.43536536,28.11877118,-81.38376982,28.04648086,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees,Southeastern conifer forests,0.4,19,0.4,0.4,2020-09-04T12:00:00Z,0.019003868,Unspecified
gedicalval_plotdata_usa_neongrsm_20200904_r03.csv,2015-05-18T00:00:00Z,2018-11-15T23:59:59Z,-83.64554873,35.73058859,-83.34389782,35.5895993,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Appalachian-Blue Ridge forests,0.8,40,0.8,0.4,2020-09-04T12:00:00Z,0.142552376,Unspecified
gedicalval_plotdata_usa_neonguan_20200904_r03.csv,2015-08-13T00:00:00Z,2019-01-22T23:59:59Z,-66.89922888,17.97961272,-66.82444203,17.95140031,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees,Puerto Rican dry forests;NA,0.4,38,0.4,0.4,2020-09-04T12:00:00Z,0.043575287,Unspecified
gedicalval_plotdata_usa_neonharv_20200904_r03.csv,2014-01-13T00:00:00Z,2018-10-24T23:59:59Z,-72.27545091,42.5423259,-72.1710476,42.39210427,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Evergreen Needleleaf trees,New England-Acadian forests,0.8,39,0.8,0.4,2020-09-04T12:00:00Z,0.192481995,Unspecified
gedicalval_plotdata_usa_neonheal_20200904_r03.csv,2015-05-14T00:00:00Z,2017-03-31T23:59:59Z,-149.2883073,63.88857655,-149.1895491,63.86341626,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Shrub,Alaska-St. Elias Range tundra,0.4,17,0.4,0.4,2020-09-04T12:00:00Z,0.020701408,Unspecified
gedicalval_plotdata_usa_neonjerc_20200904_r03.csv,2014-08-06T00:00:00Z,2019-01-23T23:59:59Z,-84.46986954,31.20112141,-84.45984846,31.19385858,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Southeastern conifer forests,0.8,21,0.8,0.4,2020-09-04T12:00:00Z,0.10617733,Unspecified
gedicalval_plotdata_usa_neonjorn_20200924_r03.csv,2015-04-22T00:00:00Z,2019-01-23T23:59:59Z,-106.8655108,32.63102548,-106.7935574,32.57551261,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Shrub;Grass,Chihuahuan desert,0.4,50,0.4,0.4,2020-09-24T12:00:00Z,0.106526375,Unspecified
gedicalval_plotdata_usa_neonkonz_20200904_r03.csv,2015-09-23T00:00:00Z,2018-01-25T23:59:59Z,-96.59640122,39.11108791,-96.55197265,39.08789112,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass,Flint Hills tall grasslands,0.4,13,0.4,0.4,2020-09-04T12:00:00Z,0.020969391,Unspecified
gedicalval_plotdata_usa_neonlaja_20200904_r03.csv,2016-03-17T00:00:00Z,2016-11-04T23:59:59Z,-67.0765338,18.03575056,-67.06663317,18.01839545,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees;Broad-leaf crops,Puerto Rican dry forests,0.4,4,0.4,0.4,2020-09-04T12:00:00Z,0.004279137,Unspecified
gedicalval_plotdata_usa_neonleno_20200924_r03.csv,2015-07-14T00:00:00Z,2018-11-07T23:59:59Z,-88.20437261,31.85827233,-88.15894137,31.80672562,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Southeastern mixed forests,0.8,30,0.8,0.4,2020-09-24T12:00:00Z,0.095189095,Unspecified
gedicalval_plotdata_usa_neonmlbs_20200904_r03.csv,2015-09-28T00:00:00Z,2018-09-13T23:59:59Z,-80.57517803,37.43268411,-80.48898574,37.35710082,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Appalachian-Blue Ridge forests,0.8,36,0.8,0.4,2020-09-04T12:00:00Z,0.108744621,Unspecified
gedicalval_plotdata_usa_neonmoab_20200924_r03.csv,2014-04-20T00:00:00Z,2018-09-19T23:59:59Z,-109.4280504,38.27314127,-109.3416074,38.20618772,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass,Colorado Plateau shrublands,0.4,50,0.4,0.4,2020-09-24T12:00:00Z,0.095310211,Unspecified
gedicalval_plotdata_usa_neonniwo_20200924_r03.csv,2015-06-23T00:00:00Z,2019-10-08T23:59:59Z,-105.587417,40.05483837,-105.5422691,40.03380569,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass,Colorado Rockies forests,0.4,28,0.4,0.4,2020-09-24T12:00:00Z,0.061356544,Unspecified
gedicalval_plotdata_usa_neonnogp_20200924_r03.csv,2015-06-24T00:00:00Z,2015-10-26T23:59:59Z,-100.9211122,46.77301427,-100.9095488,46.76677374,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Cereal crops,Northern short grasslands,0.4,29,0.4,0.4,2020-09-24T12:00:00Z,0.024705887,Unspecified
gedicalval_plotdata_usa_neononaq_20200924_r03.csv,2014-08-21T00:00:00Z,2019-10-09T23:59:59Z,-112.5428338,40.21268111,-112.4300373,40.14515975,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Evergreen Needleleaf trees,Great Basin shrub steppe,0.4,50,0.4,0.4,2020-09-24T12:00:00Z,0.14307785,Unspecified
gedicalval_plotdata_usa_neonornl_20200924_r03.csv,2016-11-29T00:00:00Z,2018-12-12T23:59:59Z,-84.35061962,35.98238426,-84.21252507,35.90775886,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Water,Appalachian-Blue Ridge forests,0.8,37,0.8,0.4,2020-09-24T12:00:00Z,0.099014282,Unspecified
gedicalval_plotdata_usa_neonosbs_20200904_r03.csv,2014-07-23T00:00:00Z,2018-06-29T23:59:59Z,-82.02578654,29.72277901,-81.94162061,29.67757796,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees;Deciduous Broadleaf trees,Southeastern conifer forests,0.8,42,0.8,0.4,2020-09-04T12:00:00Z,0.148333549,Unspecified
gedicalval_plotdata_usa_neonpuum_20200924_r03.csv,2018-03-29T00:00:00Z,2019-09-23T23:59:59Z,-155.3478512,19.58651107,-155.3109819,19.54867796,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Broadleaf trees;Grass,Hawaii tropical moist forests,0.4,21,0.4,0.4,2020-09-24T12:00:00Z,0.025138855,Unspecified
gedicalval_plotdata_usa_neonrmnp_20200924_r03.csv,2017-09-26T00:00:00Z,2019-10-10T23:59:59Z,-105.5469927,40.27868829,-105.4657378,40.15420085,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass,Colorado Rockies forests,0.8,29,0.8,0.4,2020-09-24T12:00:00Z,0.053711891,Unspecified
gedicalval_plotdata_usa_neonscbi_20200904_r03.csv,2015-08-18T00:00:00Z,2018-11-02T23:59:59Z,-78.16909445,38.90442262,-78.12014443,38.86689039,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Appalachian-Blue Ridge forests,0.8,35,0.8,0.4,2020-09-04T12:00:00Z,0.159813881,Unspecified
gedicalval_plotdata_usa_neonserc_20200904_r03.csv,2015-03-23T00:00:00Z,2018-10-11T23:59:59Z,-76.5681765,38.90985822,-76.52384368,38.86850681,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Grass,Southeastern mixed forests;NA,0.8,39,0.8,0.4,2020-09-04T12:00:00Z,0.156476021,Unspecified
gedicalval_plotdata_usa_neonsjer_20200924_r03.csv,2015-04-14T00:00:00Z,2016-12-05T23:59:59Z,-119.7600734,37.1288213,-119.7167028,37.07999076,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Deciduous Broadleaf trees;Evergreen Needleleaf trees,California interior chaparral and woodlands,0.8,28,0.8,0.4,2020-09-24T12:00:00Z,0.073872566,Unspecified
gedicalval_plotdata_usa_neonsoap_20200924_r03.csv,2015-08-12T00:00:00Z,2018-06-20T23:59:59Z,-119.2819931,37.03552542,-119.251996,37.03051853,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Evergreen Needleleaf trees,Sierra Nevada forests,0.8,21,0.8,0.4,2020-09-24T12:00:00Z,0.052775383,Unspecified
gedicalval_plotdata_usa_neonsrer_20200924_r03.csv,2016-01-08T00:00:00Z,2019-10-08T23:59:59Z,-110.9104504,31.91316971,-110.8186412,31.77218435,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Shrub,Chihuahuan desert;Sonoran desert,0.8,23,0.8,0.4,2020-09-24T12:00:00Z,0.015657425,Unspecified
gedicalval_plotdata_usa_neonstei_20200904_r03.csv,2015-08-11T00:00:00Z,2018-08-24T23:59:59Z,-95.589126,45.83449335,-84.04780854,45.50331436,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Western Great Lakes forests,0.8,37,0.8,0.4,2020-09-04T12:00:00Z,0.13051033,Unspecified
gedicalval_plotdata_usa_neontall_20201028_r03.csv,2015-09-30T00:00:00Z,2017-12-07T23:59:59Z,-87.45461073,32.97784814,-87.38953832,32.88456782,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Southeastern mixed forests,0.8,40,0.8,0.4,2020-10-28T12:00:00Z,0.102831841,Unspecified
gedicalval_plotdata_usa_neonteak_20200924_r03.csv,2015-08-17T00:00:00Z,2015-10-20T23:59:59Z,-119.0163854,37.00912198,-119.0012766,36.99774603,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Sierra Nevada forests,0.8,20,0.8,0.4,2020-09-24T12:00:00Z,0.048898697,Unspecified
gedicalval_plotdata_usa_neontree_20201028_r03.csv,2015-07-27T00:00:00Z,2018-08-29T23:59:59Z,-89.59430896,45.49847459,-89.55096517,45.47973043,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Western Great Lakes forests,0.8,40,0.8,0.4,2020-10-28T12:00:00Z,0.175648689,Unspecified
gedicalval_plotdata_usa_neonukfs_20201028_r03.csv,2015-08-15T00:00:00Z,2018-10-25T23:59:59Z,-95.20551352,39.05469146,-95.18574447,39.03151256,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Central forest-grasslands transition,0.8,37,0.8,0.4,2020-10-28T12:00:00Z,0.161580086,Unspecified
